	corpus	metric-entropy	n-dimension	pair-metric	radius-absolute	radius-relative	replicate	tool
0	text8	0.22962020423283833	100	cosine	0.024995913264577105	0.025	1	w2v
1	text8	0.22943336662049416	100	cosine	0.04999182652915421	0.05	1	w2v
2	text8	0.22850884257320492	100	cosine	0.09998365305830842	0.1	1	w2v
3	text8	0.21796218149019103	100	cosine	0.19996730611661684	0.2	1	w2v
4	text8	0.0944754050832716	100	cosine	0.3999346122332337	0.4	1	w2v
