,Embeddings/GloVe-dim=50-corpus=text8-2.txt,Embeddings/GloVe-dim=50-corpus=text8-3.txt,Embeddings/w2v-dim=50-corpus=text8-2.txt,Embeddings/w2v-dim=50-corpus=text8-3.txt,Embeddings/w2v-dim=50-corpus=text8.txt,Embeddings/GloVe-dim=50-corpus=text8-1.txt
mean,10.629048386889625,10.57362624834485,42.422515550461604,42.445364328444995,42.47824652916868,10.565860997605386
stddev,7.436381181050164,7.435492926494118,55.15577247848449,55.1714060745388,55.22521527244191,7.43620525786384
median,8.884418283057,8.824200346975001,16.959592990011004,16.979230136426,17.004901123848,8.813969207085
min,0.06795311258400094,0.06612167468800223,0.0018560720820000008,0.0018560720820000008,0.0018560720820000008,0.06416252875900064
max,115.090978272191,108.116566902013,1251.9797961497393,1267.757202942459,1287.326600900701,115.44621980676001
